title_id;release_id;year;title;subtitle;distributor;genres;runtime;release_date;earliest_release_date;release_worldwide_gross;release_domestic_gross;release_foreign_gross;release_domestic_opening;title_worldwide_gross;title_domestic_gross;title_foreign_gross;n_theaters_opening;n_theaters_widest;days_in_release;summary;mpaa;country;language;budget;director;writer;cast;production;link_tomato;rating_imdb;rating_count_imdb;rating_metacritic;rating_count_metacritic;rating_tomatometer;rating_count_tomatometer;rating_audience_score;rating_count_audience_score;;
tt1667321;rl3976365569;2018;On Chesil Beach;;Bleecker Street Media;drama,music,romance;110;2018,05,18;2018,05,18;3335913;745971;2589942;35765;3335913;745971;2589942;4;203;228;based on ian mcewans novel in 1962 england a young couple find their idyllic romance colliding with issues of sexual freedom and societal pressure leading to an awkward and fateful wedding night;R;UK;English;;Dominic Cooke;Ian McEwan (screenplay), Ian McEwan (novel);Billy Howle, Saoirse Ronan, Andy Burse, Rasmus Hardiker;Bleecker Street;https://www.rottentomatoes.com/m/on_chesil_beach;63;7324;62;33;67;158;65;812;;
tt1553659;rl4093937153;2018;Breath;;FilmRise;adventure,drama,romance,sport;115;2018,06,1;2018,05,3;3322479;37108;3285371;5258;3322479;37108;3285371;1;21;214;after developing an interest in surfing a teenage boy and his friend forge an unlikely friendship with an older surfer;TV-MA;Australia;English;;Simon Baker;Gerard Lee (adapted screenplay), Simon Baker (adapted screenplay), Tim Winton (based on the novel by), Tim Winton (novel);Elizabeth Debicki, Simon Baker, Richard Roxburgh, Jacek Koman;Bleecker Street / Participant Media.;https://www.rottentomatoes.com/m/breathe_2017;68;2153;71;14;68;162;71;3767;;
tt6980546;rl1090815489;2018;Bharat Ane Nenu;;Great India Films;action,drama;173;2018,04,20;2018,04,19;3276257;2663090;613167;2663090;3276257;2663090;613167;305;305;256;to make good on a promise he made to his mother a university graduate returns to india and becomes disillusioned by the government corruption he encounters;Not,Rated;India;Telugu;;Koratala Siva;Trivedi Meda (script coordinator), Srihari Nanu (original story), Koratala Siva;Mahesh Babu, Kiara Advani, Prakash Raj, Sarath Kumar;Great India Films;https://www.rottentomatoes.com/m/bharath_ane_nenu;77;14222;;;83;6;87;81;;
tt7074886;rl3422848513;2018;The Front Runner;;Sony Pictures Releasing;biography,drama,history;113;2018,11,6;2018,11,6;3242235;2000105;1242130;51543;3242235;2000105;1242130;4;807;375;in 1987 us senator ;R;Canada;English;;Jason Reitman;"Matt Bai, Jay Carson, Jason Reitman, Matt Bai (based on the book ""All The Truth Is Out"" by)";Hugh Jackman, Vera Farmiga, J.K. Simmons, Mark O'Brien;Columbia Pictures;https://www.rottentomatoes.com/m/the_front_runner_2018;61;8611;61;44;59;217;39;517;;
tt5929754;rl3389490689;2018;Wildlife;;IFC Films;drama;105;2018,10,19;2018,10,18;3231638;1050616;2181022;104589;3231638;1050616;2181022;4;105;394;a teenage boy must deal with his mothers complicated response after his father temporarily abandons them to take a menial and dangerous job;PG-13;USA;English;;Paul Dano;Paul Dano (screenplay by), Zoe Kazan (screenplay by), Richard Ford (based on the book by);Ed Oxenbould, Jake Gyllenhaal, Carey Mulligan, Travis W Bruyer;IFC Films;http://www.rottentomatoes.com/m/wildlife_2017;69;17599;80;41;94;196;72;1756;;
tt5649108;rl2718074369;2018;Thoroughbreds;;Focus Features;crime,drama,thriller;92;2018,03,9;2018,03,9;3187255;3072605;114650;1224430;3187255;3072605;114650;549;564;298;two upperclass teenage girls in suburban connecticut rekindle their unlikely friendship after years of growing apart together they hatch a plan to solve both of their problemsno matter what the cost;R;USA;English;6000000;Cory Finley;Cory Finley;Olivia Cooke, Anya Taylor-Joy, Anton Yelchin, Paul Sparks;Focus Features;http://www.rottentomatoes.com/m/thoroughbred_2017/;67;27614;75;37;86;157;68;3194;;
tt7363336;rl2533852673;2018;Tea with the Dames;;IFC Films;documentary;84;2018,09,21;2018,04,27;3181152;889343;2291809;14777;3188434;889343;2299091;1;71;422;dames ;Unrated;UK;English;;Roger Michell;N/A;Eileen Atkins, Judi Dench, Joan Plowright, Maggie Smith;N/A;https://www.rottentomatoes.com/m/nothing_like_a_dame_2018;73;1483;85;19;99;83;77;578;;
tt5702446;rl3523511809;2018;God Bless the Broken Road;;Freestyle Releasing;drama,family,romance;111;2018,09,7;2018,09,7;2848233;2846257;1976;1386254;2848233;2846257;1976;1272;1272;119;while grieving the loss of her husband a financially struggling widow meets a race car driver;PG;USA;English;;Harold Cronk;Harold Cronk, Jennifer Dornbush, Andy Fraser (story by), Liam Matthews (story);Matthew Derek Davis, Arthur Cartwright, Adam Agee, Liam Matthews;Freestyle Releasing.;https://www.rottentomatoes.com/m/god_bless_the_broken_road;53;696;31;6;18;11;77;244;;
tt6510332;rl4077225473;2018;McQueen;;Bleecker Street Media;biography,documentary;111;2018,07,20;2018,06,8;2739246;1257275;1481971;98873;2739246;1257275;1481971;4;95;165;the life and career of fashion designer lee alexander mcqueen from his start as a tailor to launching and overseeing his eponymous line and his untimely death;R;UK;English;;Ian Bonhôte, Peter Ettedgui(co-director);Peter Ettedgui;Bernard Arnault, Joseph Bennett, Detmar Blow, Isabella Blow;Bleecker Street;https://www.rottentomatoes.com/m/mcqueen;79;5404;84;28;99;116;77;820;;
tt3823098;rl3959981569;2018;Edie;;Music Box Films;drama;102;2019,09,6;2018,05,24;2726023;66643;2659380;8801;2726023;66643;2659380;7;11;72;83 year old edie believes that it is never too late  packing an old camping bag leaving her life behind and embarking on an adventure she never got to have  climbing the imposing mount suilven in scotland;;UK;English;;Simon Hunter;Simon Hunter (based on an idea by), Edward Lynden-Bell (story by), Elizabeth O'Halloran (screenplay);Sheila Hancock, Kevin Guthrie, Paul Brannigan, Amy Manson;Music Box Films;https://www.rottentomatoes.com/m/edie;65;1114;41;11;63;41;68;89;;
tt5179598;rl1812432385;2018;Billionaire Boys Club;;Vertical Entertainment;biography,drama,thriller;108;2018,08,17;2018,07,18;2713955;1349;2712606;;2713955;1349;2712606;;;457;a group of wealthy boys in los angeles during the early 1980s establish a getrichquick scam that turns deadly;R;USA;English;15000000;James Cox;James Cox, Captain Mauzner;Ansel Elgort, Kevin Spacey, Taron Egerton, Emma Roberts;Vertical Entertainment;https://www.rottentomatoes.com/m/billionaire_boys_club;56;8631;30;5;7;15;37;304;;
tt2404639;rl4211377665;2018;The Happy Prince;;Sony Pictures Classics;biography,drama;105;2018,10,10;2018,04,12;2621992;466440;2155552;38886;2621992;466440;2155552;8;277;402;the untold story of the last days in the tragic times of ;R;UK;Latin;;Rupert Everett;Rupert Everett;Colin Firth, Emily Watson, Rupert Everett, Colin Morgan;Sony Pictures Classics;https://www.rottentomatoes.com/m/the_happy_prince_2018;63;3654;64;26;72;130;50;465;;
tt5493944;rl2164557313;2018;The Little Mermaid;;Conglomerate Media;adventure,drama,fantasy,romance;85;2018,08,17;2018,08,2;2610742;147175;2463567;85505;2610742;147175;2463567;82;82;137;a young reporter and his niece discover a beautiful and enchanting creature they believe to be the real little mermaid;PG;USA;English;;Blake Harris, Chris Bouchard(co-director);Blake Harris, Hans Christian Andersen (inspired by the fairytale);William Moseley, Poppy Drayton, Loreto Peralta, Armando Gutierrez;Working Title;https://www.rottentomatoes.com/m/the_little_mermaid_2017;42;6928;;;;;;;;
tt6527426;rl3439625729;2018;Zero;;Yash Raj Films;comedy,drama,romance;164;2018,12,21;2018,12,20;2595762;1035388;1560374;1035388;2595762;1035388;1560374;300;300;330;the story revolves around bauua singh shah rukh khan a vertically challenged man who is full of charm and wit with a pinch of arrogance born to a wealthy family and raised in an environment of affluence he is challenged to broaden his horizon and find purpose in life;Not,Rated;India;Hindi;;Aanand L. Rai;Himanshu Sharma;Shah Rukh Khan, Anushka Sharma, Katrina Kaif, Mohammed Zeeshan Ayyub;Yash Raj Films USA Inc.;https://www.rottentomatoes.com/m/zero_2018;55;21487;;;31;13;82;1064;;
tt6205872;rl1661240833;2018;Assassination Nation;;Neon;action,comedy,crime,drama,horror,thriller;108;2018,09,21;2018,09,21;2584988;2005142;579846;1050021;2584988;2005142;579846;1403;1403;102;after a malicious data hack exposes the secrets of the perpetually american town of salem chaos descents and four girls must fight to survive while coping with the hack themselves;R;USA;English;7000000;Sam Levinson;Sam Levinson;Odessa Young, Abra, Suki Waterhouse, Hari Nef;NEON;https://www.rottentomatoes.com/m/assassination_nation;59;11383;56;28;73;131;55;983;;
tt5340300;rl1006994945;2018;Lean on Pete;;A24;adventure,drama;121;2018,04,6;2018,04,5;2443584;1163056;1280528;46975;2443584;1163056;1280528;4;187;270;a teenager gets a summer job working for a horse trainer and befriends the fading racehorse lean on pete;R;UK;English;;Andrew Haigh;Andrew Haigh, Willy Vlautin (based on the novel by);Charlie Plummer, Amy Seimetz, Travis Fimmel, Steve Buscemi;A24;http://www.rottentomatoes.com/m/lean_on_pete;72;9356;80;44;91;184;73;1427;;
tt3901826;rl1124369921;2018;The Breadwinner;                        (2018 Re-release)                    ;GathrFilms;animation,drama,family,war;94;2018,04,13;2017,11,17;2426907;834;2426073;834;2790214;313215;2476999;1;1;263;in 2001 afghanistan is under the control of the taliban when her father is captured a determined young girl disguises herself as a boy in order to provide for her family;PG-13;Ireland;English;;Nora Twomey;Anita Doron (screenplay), Deborah Ellis (screen story), Deborah Ellis (based on the book by);Saara Chaudry, Soma Chhaya, Noorin Gulamgaus, Laara Sadiq;N/A;http://www.rottentomatoes.com/m/the_breadwinner;77;15502;78;20;95;102;86;1927;;
tt7158430;rl2634319361;2018;Hearts Beat Loud;;Gunpowder & Sky;comedy,drama,music;97;2018,06,8;2018,06,8;2417165;2386251;30914;74524;2417165;2386251;30914;4;170;207;a father and daughter form an unlikely songwriting duo in the summer before she leaves for college;PG-13;USA;English;;Brett Haley;Brett Haley, Marc Basch;Nick Offerman, Kiersey Clemons, Blythe Danner, Toni Collette;Gunpowder & Sky;https://www.rottentomatoes.com/m/hearts_beat_loud;69;7624;65;29;91;150;73;1616;;
tt1318517;rl3423176193;2018;The Man Who Killed Don Quixote;;Screen Media Films;adventure,comedy,drama,fantasy;132;2019,04,10;2018,05,16;2301430;391963;1909467;;2301430;391963;1909467;;756;221;toby a disillusioned film director becomes pulled into a world of timejumping fantasy when a spanish cobbler believes him to be sancho panza he gradually becomes unable to tell dreams from reality;Not,Rated;Spain;English;17000000;Terry Gilliam;Terry Gilliam, Tony Grisoni;José Luis Ferrer, Ismael Fritschi, Juan López-Tagle, Adam Driver;Screen Media Films;http://www.rottentomatoes.com/m/the-man-who-killed-don-quixote/;64;10811;58;23;63;103;66;348;;
tt4003440;rl1694926337;2018;The House That Jack Built;                        (2018 Re-release)                    ;IFC Films;crime,drama,horror;152;2018,12,14;2018,01,3;2280035;87993;2192042;34273;5577045;258106;5318939;32;32;338;the story follows jack a highly intelligent serial killer over the course of twelve years and depicts the murders that really develop his inner madman;R;Denmark;English;8700000;Lars von Trier;Lars von Trier (screenplay), Lars von Trier (story), Jenle Hallund (story by);Matt Dillon, Bruno Ganz, Uma Thurman, Siobhan Fallon Hogan;IFC Films;https://www.rottentomatoes.com/m/the_house_that_jack_built_2018;68;43804;42;29;58;128;66;1302;;
tt6933454;rl3808790017;2018;Puzzle;;Sony Pictures Classics;drama;103;2018,07,27;2018,07,27;2260946;2032018;228928;61214;2260946;2032018;228928;5;265;477;agnes taken for granted as a suburban mother discovers a passion for solving jigsaw puzzles which unexpectedly draws her into a new world  where her life unfolds in ways she could never have imagined;R;USA;English;;Marc Turtletaub;"Polly Mann (screenplay by), Oren Moverman (screenplay by), Natalia Smirnoff (based on the Argentinian film ""Rompecabezas"" by)";Kelly Macdonald, David Denman, Daniel Stewart Sherman, Austin Abrams;Sony Pictures Classics;https://www.rottentomatoes.com/m/puzzle_2018;67;4423;66;36;83;126;76;688;;
tt5779372;rl2953283073;2018;An Interview with God;;Fathom Events;drama,mystery;97;2018,08,20;2018,08,20;2251795;1201434;1050361;;2251795;1201434;1050361;;944;134;an upandcoming journalist finds his world and faith increasingly challenged when hes granted the interview of a lifetime  with someone who claims to be god;Unrated;USA;English;;Perry Lang;Ken Aguado;Brenton Thwaites, Yael Grobglas, David Strathairn, Hill Harper;N/A;https://www.rottentomatoes.com/m/an_interview_with_god;57;2444;;;60;5;68;148;;
tt8269552;rl2366211585;2018;3 Faces;;Kino Lorber;drama;100;2019,03,8;2018,06,6;2191468;72324;2119144;7065;2191468;72324;2119144;1;7;254;three actresses at different stages of their career one from before the 1979 islamic revolution one popular star of today known throughout the country and a young girl longing to attend a drama conservatory;;Iran;Persian;;Jafar Panahi;Jafar Panahi, Nader Saeivar;Behnaz Jafari, Jafar Panahi, Marziyeh Rezaei, Maedeh Erteghaei;Kino Lorber;https://www.rottentomatoes.com/m/three_faces;71;2333;78;18;98;95;67;30;;
tt7364566;rl1309115905;2018;Maria by Callas;                        (2018 Re-release)                    ;Sony Pictures Classics;biography,documentary,music;119;2018,11,2;2017,12,13;2185562;1267301;918261;91915;3323133;1267301;2055832;16;149;380;an intimate look at the life and work of greekamerican opera singer ;PG;France;English;;Tom Volf;N/A;Fanny Ardant, Joyce DiDonato, Maria Callas, Aristotle Onassis;N/A;https://www.rottentomatoes.com/m/maria_by_callas_in_her_own_words;72;1168;71;18;92;74;74;244;;
tt5842616;rl3775170049;2018;Veere Di Wedding;;Runtime;comedy;135;2018,06,1;2018,05,31;2176099;2176099;;;2176099;2176099;;;;;four girls on their way to find true love discover that friendship this strong has its consequences;;India;Hindi;;Shashanka Ghosh;Nidhi Mehra, Mehul Suri;Kareena Kapoor, Sonam Kapoor, Manoj Pahwa, Swara Bhaskar;ZEE Studios International;https://www.rottentomatoes.com/m/veere_di_wedding;32;10721;;;50;12;21;256;;
tt4827558;rl2785445377;2018;High Life;;A24;adventure,drama,mystery,scifi;113;2019,04,5;2018,11,7;2133033;1225852;907181;99341;2133033;1225852;907181;4;146;226;a father and his daughter struggle to survive in deep space where they live in isolation;R;UK;English;;Claire Denis;Claire Denis, Jean-Pol Fargeau, Geoff Cox (collaboration), Andrew Litvack (additional writing), Nick Laird (additional writing by);Robert Pattinson, Juliette Binoche, André Benjamin, Mia Goth;A24;https://www.rottentomatoes.com/m/high_life_2018;59;17994;77;41;83;208;42;740;;
tt3208026;rl2483521025;2018;Black '47;;IFC Films;action,drama;100;2018,09,28;2018,09,7;2073063;57520;2015543;8600;2073063;57520;2015543;1;100;414;set in ireland during the great famine the drama follows an irish ranger who has been fighting for the british army abroad as he abandons his post to reunite with his family;R;Ireland;English;;Lance Daly;Lance Daly, P.J. Dillon (story by), P.J. Dillon, Eugene O'Brien (additional material), Pierce Ryan (story by), Pierce Ryan;Hugo Weaving, James Frecheville, Stephen Rea, Freddie Fox;IFC Films;https://www.rottentomatoes.com/m/black_47;68;7926;65;12;78;55;76;739;;
tt5691670;rl3271919105;2018;Under the Silver Lake;;A24;comedy,crime,drama,mystery,thriller;139;2019,04,19;2018,08,8;2053469;46083;2007386;35270;2053469;46083;2007386;2;2;212;sam a disenchanted young man finds a mysterious woman swimming in his apartments pool one night the next morning she disappears sam sets off across la to find her and along the way he uncovers a conspiracy far more bizarre;R;USA;English;8500000;David Robert Mitchell;David Robert Mitchell;Andrew Garfield, Wendy Vanden Heuvel, Deborah Geffner, Riley Keough;A24;http://www.rottentomatoes.com/m/under_the_silver_lake/;65;23432;60;31;58;146;56;370;;
tt7363076;rl470058497;2018;Raid;;Eros International;action,crime,drama,thriller;122;2018,03,16;2018,03,15;2031135;1010385;1020750;423817;2031135;1010385;1020750;79;79;291;a fearless income tax officer raids the mansion of the most powerful man in lucknow after someone mysteriously draws his attention towards the evidence;Not,Rated;India;Hindi;;Raj Kumar Gupta;Ritesh Shah;Ajay Devgn, Saurabh Shukla, Ileana D'Cruz, Amit Sial;Panorama Studios;https://www.rottentomatoes.com/m/raid_2018;74;13195;;;64;11;70;192;;
tt8359848;rl1258718721;2018;Climax;;A24;drama,horror,music,thriller;97;2019,03,1;2018,09,19;2027391;817339;1210052;119423;2027391;817339;1210052;5;217;261;french dancers gather in a remote empty school building to rehearse on a wintry night the allnight celebration morphs into a hallucinatory nightmare when they learn their sangria is laced with lsd;R;France;French;2600000;Gaspar Noé;Gaspar Noé;Sofia Boutella, Romain Guillermic, Souheila Yacoub, Kiddy Smile;A24;https://www.rottentomatoes.com/m/climax;71;33645;67;37;70;170;67;552;;
tt4614612;rl3489957377;2018;Peterloo;;Amazon Studios;drama,history;154;2019,04,5;2018,11,1;1998945;151971;1846974;26002;1998945;151971;1846974;3;92;226;the story of the 1819 peterloo massacre where british forces attacked a peaceful prodemocracy rally in manchester;PG-13;UK;English;;Mike Leigh;Mike Leigh;Rory Kinnear, Maxine Peake, Pearce Quigley, David Moorst;Amazon Studios;https://www.rottentomatoes.com/m/peterloo;64;2806;66;34;66;151;38;81;;
tt7339826;rl1527219713;2018;Maquia: When the Promised Flower Blooms;;Eleven Arts;adventure,animation,drama,family,fantasy;115;2018,07,20;2018,02,24;1979604;185699;1793905;71472;4549531;204238;4345293;157;221;165;escaping war a young girl finds a lone surviving infant and decides to raise him as her son;Not,Rated;Japan;Japanese;;Mari Okada;Mari Okada, Christian La Monte (english script adaptation);Manaka Iwami, Miyu Irino, Yôko Hikasa, Hiroaki Hirata;Eleven Arts;https://www.rottentomatoes.com/m/maquia_when_the_promised_flower_blooms;74;2680;72;8;100;26;87;380;;
tt7690762;rl688293377;2018;The Pact;;Sony Pictures Releasing;horror,thriller;106;2018,10,26;2018,08,17;1855647;2488;1853159;1453;1855647;2488;1853159;10;10;67;when monica finds out her daughter is about to die she takes extreme measures to save her;R;Spain;Spanish;;David Victori;Jordi Vallejo, David Victori;Belén Rueda, Mireia Oriol, Darío Grandinetti, Antonio Durán 'Morris';Ikiru Films;https://www.rottentomatoes.com/m/el_pacto_2018;53;847;;;;;;;;
tt6958212;rl1627686401;2018;Sweet Country;;The Samuel Goldwyn Company;adventure,crime,drama,history,thriller,western;113;2018,04,6;2018,01,25;1847693;104297;1743396;8895;1847693;104297;1743396;2;24;270;australian western set on the northern territory frontier in the 1920s where justice itself is put on trial when an aged aboriginal farmhand shoots a white man in selfdefense and goes on the run as a posse gathers to hunt him down;R;Australia;English;;Warwick Thornton;Steven McGregor, David Tranter;Bryan Brown, Luka Magdeline Cole, Shanika Cole, Matt Day;Samuel Goldwyn Films;https://www.rottentomatoes.com/m/sweet_country_2017;69;6070;87;21;96;91;71;635;;
tt6859762;rl3137504769;2018;The Little Stranger;;Focus Features;drama,horror,mystery;111;2018,08,31;2018,08,31;1824902;713143;1111759;401563;1824902;713143;1111759;474;477;123;after a doctor is called to visit a crumbling manor strange things begin to occur;R;UK;English;;Lenny Abrahamson;"Lucinda Coxon (screenplay), Sarah Waters (based on: ""The Little Stranger"" by)";Domhnall Gleeson, Will Poulter, Ruth Wilson, Liv Hill;Focus Features;https://www.rottentomatoes.com/m/the_little_stranger_2018;55;6067;67;37;66;135;37;531;;
tt4682136;rl4278552065;2018;The Seagull;;Sony Pictures Classics;comedy,drama,romance;98;2018,05,11;2018,05,11;1820461;1252960;567501;79016;1820461;1252960;567501;6;211;235;in the early 20th century an aging actress and her lover visit the estate of her elderly brother;PG-13;USA;English;;Michael Mayer;Anton Chekhov (play), Stephen Karam (screenplay);Annette Bening, Corey Stoll, Glenn Fleshler, Billy Howle;Sony Pictures Classics;https://www.rottentomatoes.com/m/the_seagull_2018;58;2362;58;31;67;119;38;8;;
tt0077631;rl2500232705;2018;Grease;                        (2018 Re-release)                    ;Fathom Events;musical,romance;110;2018,04,8;1978,06,16;1710727;1213413;497314;664766;396961563;189969103;206992460;700;735;268;good girl sandy and greaser danny fell in love over the summer when they unexpectedly discover theyre now in the same high school will they be able to rekindle their romance;PG-13;USA;English;6000000;Randal Kleiser;Jim Jacobs (based on the original musical by), Warren Casey (based on the original musical by), Bronte Woodard (screenplay by), Allan Carr (adaptation);John Travolta, Olivia Newton-John, Stockard Channing, Jeff Conaway;Paramount Pictures;http://www.rottentomatoes.com/m/grease/;72;217323;70;15;75;71;87;1161124;;
tt2160105;rl956728833;2018;I Still See You;;Lionsgate;fantasy,thriller;98;2018,10,12;2018,09,27;1620637;1359;1619278;815;1620637;1359;1619278;10;10;81;set ten years after an apocalyptic event that killed millions and left the world inhabited by ghosts;PG-13;USA;English;;Scott Speer;"Jason Fuchs (screenplay by), Daniel Waters (based on the novel ""Break My Heart One Thousand Times"" by)";Bella Thorne, Richard Harmon, Dermot Mulroney, Amy Price-Francis;Lionsgate;https://www.rottentomatoes.com/m/i_still_see_you;58;6399;31;7;8;13;50;227;;
tt7147540;rl3959916033;2018;Made in India;;Yash Raj Films;comedy,drama;122;2018,09,28;2018,09,27;1594164;790628;803536;581950;1594164;790628;803536;193;193;95;an unemployed smalltown man defies all odds and naysayers and starts his own garment business;Not,Rated;India;Hindi;6250000;Sharat Katariya;Sharat Katariya;Anushka Sharma, Varun Dhawan, Ashish Verma, Raghuvir Yadav;Yash Raj Films;https://www.rottentomatoes.com/m/sui_dhaaga_made_in_india;68;5868;;;89;9;79;140;;
tt5862902;rl1879672321;2018;Yardie;;Rialto Pictures;crime,drama;101;2019,03,15;2018,08,31;1551163;36012;1515151;22056;1551163;36012;1515151;77;77;247;british crime drama film directed by idris elba based on the novel of the same name by jamaicanborn writer victor headley;Not,Rated;UK;English;;Idris Elba;Brock Norman Brock (screenplay by), Martin Stellman (screenplay by), Victor Headley (based on the novel by);Antwayne Eccleston, Fraser James, Aml Ameen, Rayon McLean;Rialto Pictures;https://www.rottentomatoes.com/m/yardie;58;2113;52;18;55;75;55;87;;
tt7027278;rl3104212481;2018;Kedarnath;;PackYourBag Films;drama,romance;116;2018,12,7;2018,12,6;1538846;901131;637715;407118;1538846;901131;637715;113;113;345;a hindumuslim love story kedarnath portrays how a muslim pithoo saves a hindu tourist from the uttrakhand floods at the pilgrimage and the love that eventually develops between them;;India;Hindi;350000000;Abhishek Kapoor;Abhishek Kapoor (story), Kanika Dhillon (story), Kanika Dhillon (screenplay and dialogue);Sushant Singh Rajput, Sara Ali Khan, Nitish Bharadwaj, Alka Amin;PackYour Bag Films;https://www.rottentomatoes.com/m/kedarnath;61;4730;;;46;13;67;122;;
tt0119698;rl1929872897;2018;Princess Mononoke;                        (2018 Re-release)                    ;Fathom Events;adventure,animation,fantasy;134;2018,07,22;1999,10,29;1519321;1423877;95444;476728;161066051;3799185;157266866;731;754;163;on a journey to find the cure for a tatarigamis curse ashitaka finds himself in the middle of a war between the forest gods and tatara a mining colony in this quest he also meets san the mononoke hime;PG-13;Japan;Japanese;2400000000;Hayao Miyazaki;Hayao Miyazaki, Neil Gaiman (adapted by: English version);Billy Crudup, Billy Bob Thornton, Minnie Driver, John DiMaggio;Miramax Films;http://www.rottentomatoes.com/m/princess_mononoke_1999/;84;304002;76;29;93;107;94;221837;;
tt6257174;rl1510245889;2018;The Miseducation of Cameron Post;;FilmRise;drama;91;2018,08,3;2018,07,18;1451729;904703;547026;48638;1451729;904703;547026;2;85;151;in 1993 a teenage girl is forced into a gay conversion therapy center by her conservative guardians;Not,Rated;USA;English;;Desiree Akhavan;Desiree Akhavan (screenplay), Cecilia Frugiuele (screenplay), Emily M. Danforth (novel);Chloë Grace Moretz, Steven Hauck, Quinn Shephard, Kerry Butler;FilmRise;https://www.rottentomatoes.com/m/the_miseducation_of_cameron_post_2018;66;15071;69;36;86;179;76;1451;;
tt6495094;rl2399503873;2018;Little Women;;Pinnacle Peak;drama,family;112;2018,09,28;2018,09,28;1428125;1379497;48628;705063;1428125;1379497;48628;643;643;414;a modern retelling of louisa may alcotts classic novel we follow the lives of four sisters  meg jo beth and amy march  detailing their passage from childhood to womanhood despite harsh times they cling to optimism and as they mature they face blossoming ambitions and relationships as well as tragedy while maintaining their unbreakable bond as sisters;PG-13;USA;English;;Clare Niederpruem;Louisa May Alcott, Clare Niederpruem, Kristi Shimek;Sarah Davenport, Lea Thompson, Allie Jennings, Melanie Stone;Pinnacle Peak;https://www.rottentomatoes.com/m/little_women_2018;50;734;40;11;29;24;75;216;;
tt5960374;rl4060579329;2018;Vox Lux;;Neon;drama,music;114;2018,12,7;2018,12,7;1399272;727119;672153;155714;1399272;727119;672153;6;325;345;an unusual set of circumstances brings unexpected success to a pop star;R;USA;English;;Brady Corbet;Brady Corbet;Natalie Portman, Jude Law, Stacy Martin, Jennifer Ehle;NEON;https://www.rottentomatoes.com/m/vox_lux_2018;60;12120;67;39;61;233;38;948;;
tt5068162;rl2819327489;2018;Sometimes Always Never;;Blue Fox Entertainment;comedy,drama,mystery;91;2020,03,6;2018,11,1;1377856;1377856;;;1377856;1377856;;;;;a detective fantasy  family drama where a love of words helps a father reconnect with a missing son;PG-13;UK;English;;Carl Hunter;Frank Cottrell Boyce;Bill Nighy, Sam Riley, Alice Lowe, Jenny Agutter;Blue Fox Entertainment;https://www.rottentomatoes.com/m/sometimes_always_never;62;916;71;9;;46;;;;
tt6532374;rl1980139009;2018;Swimming with Men;;IFC Films;comedy,drama,romance,sport;96;2018,12,7;2018,07,6;1377748;24708;1353040;10336;1377748;24708;1353040;31;31;344;a man who is suffering a midlife crisis finds new meaning in his life as part of an allmale middleaged amateur synchronised swimming team;Unrated;UK;English;;Oliver Parker;Aschlin Ditta (screenplay);Rob Brydon, Rupert Graves, Thomas Turgoose, Adeel Akhtar;Sundance Selects;https://www.rottentomatoes.com/m/swimming_with_men;63;2712;44;11;55;44;56;114;;
tt6957966;rl4010247681;2018;Little Italy;;Entertainment One;comedy,romance;102;2018,08,24;2018,08,17;1362536;990230;372306;283399;1362536;990230;372306;133;133;133;a young couple must navigate a blossoming romance amidst a war between their families competing pizza restaurants;R;Canada;English;8000000;Donald Petrie;Steve Galluccio (screenplay), Vinay Virmani (screenplay), Vinay Virmani (story), Brent Cote (story consultant);Emma Roberts, Hayden Christensen, Danny Aiello, Andrea Martin;Lionsgate;https://www.rottentomatoes.com/m/little_italy_2018;57;7499;28;4;18;17;61;296;;
tt6896536;rl2432861697;2018;Foxtrot;;Sony Pictures Classics;drama;113;2018,03,2;2018,02,2;1356159;618883;737276;31629;1356159;618883;737276;4;45;305;a troubled family must face the facts when something goes terribly wrong at their sons desolate military post;R;Israel;Hebrew;;Samuel Maoz;Samuel Maoz;Lior Ashkenazi, Sarah Adler, Yonaton Shiray, Shira Haas;Sony Pictures Classics;https://www.rottentomatoes.com/m/foxtrot_2017;74;5350;88;34;94;136;77;917;;
tt6998518;rl3943138817;2018;Mandy;;RLJ Entertainment;action,fantasy,horror,mystery,thriller;121;2018,09,13;2018,09,13;1335484;1214525;120959;225723;1524880;1214525;310355;75;250;113;the enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demonbiker henchmen propelling a man into a spiraling surreal rampage of vengeance;Not,Rated;UK;English;6000000;Panos Cosmatos;Panos Cosmatos, Aaron Stewart-Ahn, Panos Cosmatos (story by), Chris 'Casper' Kelly (Cheddar Goblin ad);Nicolas Cage, Andrea Riseborough, Linus Roache, Ned Dennehy;RLJE Films;https://www.rottentomatoes.com/m/mandy_2018;66;49911;81;30;91;231;66;3957;;
tt4830786;rl1812235777;2018;The Cakemaker;;Strand Releasing;drama;113;2018,06,29;2018,05,24;1287568;875751;411817;33384;1287568;875751;411817;4;34;189;a german pastry maker travels to jerusalem in search of the wife and son of his dead lover;Not,Rated;Israel;English;;Ofir Raul Graizer;Ofir Raul Graizer (screenplay);Tim Kalkhof, Sarah Adler, Roy Miller, Zohar Shtrauss;Strand Releasing;https://www.rottentomatoes.com/m/the_cakemaker;72;3348;74;9;98;52;81;504;;
