rank;year;title_name;title_id;distributor;release_day;release_month;release_year;worldwide_gross;domestic_gross;foreign_gross;opening_gross;budget;genres
210;1998;armageddon;tt0120591;walt disney studios motion pictures;1;7;1998;553709788;201578182;352131606;36089972;140000000;action,adventure,scifi,thriller
211;2015;cinderella;tt1661199;walt disney studios motion pictures;11;3;2015;542351353;201151353;341200000;67877361;95000000;drama,family,fantasy,romance
7054;2018;tang ren jie tan an 2;tt7752454;warner bros;15;2;2018;544061916;1983984;542077932;704047;;action,comedy,mystery
213;1939;gone with the wind;tt0031381;metrogoldwynmayer mgm;15;12;1939;402352579;200852579;201500000;;;drama,history,romance,war
214;2010;tangled;tt0398286;walt disney studios motion pictures;24;11;2010;591794936;200821936;390973000;48767052;260000000;adventure,animation,comedy,family,fantasy,musical,romance
215;2014;godzilla;tt0831387;warner bros;14;5;2014;524976069;200676069;324300000;93188384;160000000;action,adventure,scifi,thriller
216;2006;superman returns;tt0348150;warner bros;28;6;2006;391081192;200081192;191000000;52535096;270000000;action,scifi
217;2015;spectre;tt2379713;sony pictures releasing;26;10;2015;880674609;200074609;680600000;70403148;245000000;action,adventure,thriller
218;2001;pearl harbor;tt0213149;walt disney studios motion pictures;25;5;2001;449220945;198542554;250678391;59078912;140000000;action,drama,history,romance,war
219;2009;monsters vs aliens;tt0892782;dreamworks;19;3;2009;381509870;198351526;183158344;59321095;175000000;action,animation,comedy,family,scifi,thriller
220;2006;happy feet;tt0366548;warner bros;17;11;2006;384335608;198000317;186335291;41533432;100000000;adventure,animation,comedy,family,music,musical,romance
221;1989;indiana jones and the last crusade;tt0097576;paramount pictures;24;5;1989;474310887;197171806;277139081;29355021;48000000;action,adventure
222;2009;ice age dawn of the dinosaurs;tt1080016;twentieth century fox;29;6;2009;886686817;196573705;690113112;41690382;90000000;adventure,animation,comedy,family
223;2006;ice age the meltdown;tt0438097;twentieth century fox;29;3;2006;667036530;195330621;471705909;68033544;80000000;adventure,animation,comedy,family
224;2015;mission impossible  rogue nation;tt2381249;paramount pictures;24;7;2015;682714267;195042377;487671890;55520089;150000000;action,adventure,thriller
225;2008;twilight;tt1099212;summit entertainment;20;11;2008;393853583;193962473;199891110;69637740;37000000;drama,fantasy,romance
226;2002;men in black ii;tt0120912;sony pictures releasing;3;7;2002;445135288;193735288;251400000;52148751;140000000;action,adventure,comedy,mystery,scifi
227;2005;madagascar;tt0351283;dreamworks distribution;27;5;2005;542063846;193595521;348468325;47224594;;adventure,animation,comedy,family
228;2014;22 jump street;tt2294449;sony pictures releasing;5;6;2014;331333876;191719337;139614539;57071445;50000000;action,comedy,crime
229;2011;cars 2;tt1216475;walt disney studios motion pictures;22;6;2011;559852396;191452396;368400000;66135507;200000000;adventure,animation,comedy,family,sport
230;2014;teenage mutant ninja turtles;tt1291150;paramount pictures;7;8;2014;485004754;191204754;293800000;65575105;125000000;action,adventure,comedy,scifi
389;2018;the meg;tt4779682;warner bros;8;8;2018;530243742;145443742;384800000;45402195;130000000;action,horror,scifi,thriller
232;1978;grease;tt0077631;paramount pictures;16;6;1978;396961563;189969103;206992460;8941717;6000000;musical,romance
233;2017;dunkirk;tt5013056;warner bros;19;7;2017;526940665;189740665;337200000;50513488;100000000;action,drama,history,thriller,war
234;2012;wreckit ralph;tt1772341;walt disney studios motion pictures;1;11;2012;471222889;189422889;281800000;49038712;165000000;adventure,animation,comedy,family,fantasy
212;2018;ralph breaks the internet;tt5848272;walt disney studios motion pictures;21;11;2018;529323962;201091711;328232251;56237634;175000000;adventure,animation,comedy,family,fantasy
236;2014;interstellar;tt0816692;paramount pictures;5;11;2014;677471339;188020017;489451322;47510360;165000000;adventure,drama,scifi
237;2000;gladiator;tt0172495;dreamworks distribution;4;5;2000;460583960;187705427;272878533;34819017;103000000;action,adventure,drama
238;2004;the polar express;tt0338348;warner bros;10;11;2004;313500433;187224490;126275943;23323463;165000000;adventure,animation,comedy,family,fantasy,musical
239;2013;the croods;tt0481499;twentieth century fox;15;3;2013;587204668;187168425;400036243;43639736;135000000;action,adventure,animation,comedy,family,fantasy
240;2011;sherlock holmes a game of shadows;tt1515091;warner bros;15;12;2011;543848418;186848418;357000000;39637079;;action,adventure,crime,mystery,thriller
241;2004;the day after tomorrow;tt0319262;twentieth century fox;26;5;2004;542771772;186740799;356030973;68743584;125000000;action,adventure,scifi,thriller
242;2005;mr  mrs smith;tt0356910;twentieth century fox;8;6;2005;478207520;186336279;291871241;50342878;110000000;action,comedy,crime,thriller
243;1937;snow white and the seven dwarfs;tt0029583;walt disney studios motion pictures;21;12;1937;184925486;184925486;;;1499000;animation,family,fantasy,musical,romance
244;2015;pitch perfect 2;tt2848292;universal pictures;7;5;2015;287144079;184296230;102847849;69216890;29000000;comedy,music
245;1990;dances with wolves;tt0099348;orion pictures;9;11;1990;424208848;184208848;240000000;598257;22000000;adventure,drama,western
246;1995;batman forever;tt0112462;warner bros;16;6;1995;336567531;184069126;152498405;52784433;100000000;action,adventure,fantasy
247;1993;the fugitive;tt0106977;warner bros;6;8;1993;368875760;183875760;185000000;23758855;;action,crime,drama,mystery,thriller
248;2015;the revenant;tt1663202;twentieth century fox;25;12;2015;532950503;183637894;349312609;474560;135000000;action,adventure,biography,drama,history,western
249;2001;oceans eleven;tt0240772;warner bros;7;12;2001;450717150;183417150;267300000;38107822;85000000;crime,thriller
250;2007;the simpsons movie;tt0462538;twentieth century fox;25;7;2007;527071022;183135014;343936008;74036787;75000000;adventure,animation,comedy
251;2000;what women want;tt0207201;paramount pictures;15;12;2000;374111707;182811707;191300000;33614543;70000000;comedy,fantasy,romance
252;2000;the perfect storm;tt0177971;warner bros;30;6;2000;328718434;182618434;146100000;41325042;140000000;action,adventure,drama,thriller
253;2012;lincoln;tt0443272;walt disney studios motion pictures;9;11;2012;275293450;182207973;93085477;944308;65000000;biography,drama,history,war
254;1997;liar liar;tt0119528;universal pictures;21;3;1997;302710615;181410615;121300000;31423025;;comedy,fantasy
255;2001;jurassic park iii;tt0163025;universal pictures;5;7;2001;368780809;181171875;187608934;50771645;93000000;action,adventure,scifi,thriller
256;2011;thor;tt0800369;paramount pictures;21;4;2011;449326618;181030624;268295994;65723338;150000000;action,adventure,fantasy
257;1996;mission impossible;tt0117060;paramount pictures;22;5;1996;457731166;180981856;276749310;45436830;80000000;action,adventure,thriller
258;2015;antman;tt0478970;walt disney studios motion pictures;10;7;2015;519311965;180202163;339109802;57225526;130000000;action,adventure,comedy,scifi
259;2001;planet of the apes;tt0133152;twentieth century fox;27;7;2001;362211740;180011740;182200000;68532960;100000000;action,adventure,scifi,thriller
260;2008;madagascar escape 2 africa;tt0479952;dreamworks;30;10;2008;603900354;180010950;423889404;63106589;150000000;adventure,animation,comedy,family
261;2009;xmen origins wolverine;tt0458525;twentieth century fox;29;4;2009;373062864;179883157;193179707;85058003;150000000;action,adventure,scifi
262;1984;indiana jones and the temple of doom;tt0087469;paramount pictures;23;5;1984;333107271;179870271;153237000;25337110;28000000;action,adventure
263;1986;top gun;tt0092099;paramount pictures;16;5;1986;356830601;179800601;177030000;8193052;;action,drama
264;2005;hitch;tt0386588;sony pictures releasing;11;2;2005;368015934;179495555;188520379;43142214;70000000;comedy,romance
265;2012;men in black 3;tt1409024;sony pictures releasing;23;5;2012;624026776;179020854;445005922;54592779;225000000;action,adventure,comedy,scifi
266;1990;pretty woman;tt0100405;walt disney studios motion pictures;23;3;1990;463406268;178406268;285000000;11280591;14000000;comedy,romance
267;2015;home;tt2224026;twentieth century fox;19;3;2015;386041607;177397510;208644097;52107731;135000000;adventure,animation,comedy,family,fantasy,scifi
268;2009;night at the museum battle of the smithsonian;tt1078912;twentieth century fox;20;5;2009;413106170;177243721;235862449;54173286;150000000;adventure,comedy,family,fantasy
269;1982;tootsie;tt0084805;columbia pictures;17;12;1982;177200000;177200000;;5540470;21000000;comedy,drama,romance
270;2014;how to train your dragon 2;tt1646971;twentieth century fox;5;6;2014;621537519;177002924;444534595;49451322;145000000;action,adventure,animation,family,fantasy
271;2011;rise of the planet of the apes;tt1318514;twentieth century fox;3;8;2011;481800873;176760185;305040688;54806191;93000000;action,drama,scifi,thriller
272;2011;captain america the first avenger;tt0458339;paramount pictures;22;7;2011;370569774;176654505;193915269;65058524;140000000;action,adventure,scifi
273;2010;the karate kid;tt1155076;sony pictures releasing;10;6;2010;359126022;176591618;182534404;55665805;40000000;action,drama,family,sport
274;1998;theres something about mary;tt0129387;twentieth century fox;15;7;1998;369884651;176484651;193400000;13740644;23000000;comedy,romance
275;2002;ice age;tt0268380;twentieth century fox;14;3;2002;383257136;176387405;206869731;46312454;59000000;adventure,animation,comedy,family,fantasy
276;2004;the bourne supremacy;tt0372183;universal pictures;23;7;2004;288702062;176241941;112460121;52521865;75000000;action,mystery,thriller
277;2017;get out;tt5052448;universal pictures;24;2;2017;255413717;176040665;79373052;33377060;4500000;horror,mystery,thriller
278;2017;the lego batman movie;tt4116284;warner bros;2;2;2017;311950384;175750384;136200000;53003468;80000000;action,animation,comedy,family
279;2019;us;tt6857112;universal pictures;20;3;2019;255105930;175005930;80100000;71117625;20000000;horror,mystery,thriller
280;2017;the boss baby;tt3874544;twentieth century fox;23;3;2017;527965936;175003033;352962903;50198902;;adventure,animation,comedy,family,fantasy
281;1986;crocodile dundee;tt0090555;paramount pictures;26;9;1986;328203506;174803506;153400000;8038855;;action,adventure,comedy
282;2003;elf;tt0319343;new line cinema;7;11;2003;221671773;174626840;47044933;32100000;33000000;comedy,family,fantasy,romance
309;2018;hotel transylvania 3 summer vacation;tt5220122;sony pictures releasing;28;6;2018;528583774;167510016;361073758;44076225;80000000;adventure,animation,comedy,family,fantasy
284;2017;the greatest showman;tt1485796;twentieth century fox;20;12;2017;434993183;174340174;260653009;8805843;84000000;biography,drama,musical
285;1995;apollo 13;tt0112384;universal pictures;30;6;1995;355237933;173837933;181400000;25353380;;adventure,drama,history
286;2019;fast  furious presents hobbs  shaw;tt6806448;universal pictures;1;7;2019;758910100;173810100;585100000;60038950;200000000;action,adventure
287;1992;home alone 2 lost in new york;tt0104431;twentieth century fox;20;11;1992;365154932;173585516;191569416;31126882;;adventure,comedy,crime,family
288;2004;national treasure;tt0368891;walt disney studios motion pictures;19;11;2004;347512318;173008894;174503424;35142554;100000000;action,adventure,mystery,thriller
289;1997;air force one;tt0118571;sony pictures releasing;25;7;1997;315156409;172956409;142200000;37132505;85000000;action,drama,thriller
290;1988;rain man;tt0095953;metrogoldwynmayer mgm;16;12;1988;354825435;172825435;182000000;7005719;25000000;drama
291;2017;pirates of the caribbean dead men tell no tales;tt1790809;walt disney studios motion pictures;24;5;2017;794861794;172558876;622302918;62983253;230000000;action,adventure,fantasy
292;2010;tron;tt1104001;walt disney studios motion pictures;16;12;2010;400062763;172062763;228000000;44026211;170000000;action,adventure,scifi
108;2018;the grinch;tt2709692;universal pictures;7;11;2018;511595957;270620950;240975007;67572855;75000000;animation,family,fantasy
294;1999;the matrix;tt0133093;warner bros;31;3;1999;465343787;171479930;293863857;27788331;63000000;action,scifi
295;2010;true grit;tt1403865;paramount pictures;22;12;2010;252276927;171243005;81033922;24830443;38000000;drama,western
296;1999;tarzan;tt0120855;walt disney studios motion pictures;16;6;1999;448191819;171091819;277100000;34221968;130000000;adventure,animation,family,romance
297;2019;john wick chapter 3  parabellum;tt6146586;lionsgate;15;5;2019;326709727;171015687;155694040;56818067;;action,crime,thriller
298;2001;a beautiful mind;tt0268978;universal pictures;21;12;2001;316791257;170742341;146048916;367151;58000000;biography,drama
299;2002;chicago;tt0299658;miramax;26;2;2002;306776732;170687518;136089214;2074929;45000000;comedy,crime,musical
300;2011;the help;tt1454029;walt disney studios motion pictures;10;8;2011;216639112;169708112;46931000;26044590;25000000;drama
301;2015;hotel transylvania 2;tt2510894;sony pictures releasing;21;9;2015;474800000;169700110;305099890;48464322;80000000;animation,comedy,family,fantasy,horror
302;2016;hidden figures;tt4846340;twentieth century fox;25;12;2016;235956898;169607287;66349611;515499;25000000;biography,drama,history
303;2011;bridesmaids;tt1478338;universal pictures;12;5;2011;288383523;169106725;119276798;26247410;32500000;comedy,romance
304;2008;quantum of solace;tt0830515;sony pictures releasing;31;10;2008;586090727;168368427;417722300;67528882;200000000;action,adventure,thriller
305;2007;wild hogs;tt0486946;walt disney studios motion pictures;2;3;2007;253625427;168273550;85351877;39699023;;action,adventure,comedy
306;2017;kong skull island;tt3731562;warner bros;8;3;2017;566652812;168052812;398600000;61025472;185000000;action,adventure,fantasy,scifi
307;1987;3 men and a baby;tt0094137;walt disney studios motion pictures;25;11;1987;167780960;167780960;;10384392;11000000;comedy,drama,family
