rank;year;title_name;title_id;distributor;release_day;release_month;release_year;worldwide_gross;domestic_gross;foreign_gross;opening_gross;budget;genres
1;2015;star wars episode vii  the force awakens;tt2488496;walt disney studios motion pictures;16;12;2015;2068223624;936662225;1131561399;247966675;245000000;action,adventure,scifi
2;2019;avengers endgame;tt4154796;walt disney studios motion pictures;24;4;2019;2797800564;858373000;1939427564;357115007;356000000;action,adventure,drama,scifi
3;2009;avatar;tt0499549;twentieth century fox;16;12;2009;2789958507;760507625;2029450882;77025481;237000000;action,adventure,fantasy,scifi
5;2018;avengers infinity war;tt4154756;walt disney studios motion pictures;25;4;2018;2048359754;678815482;1369544272;257698183;;action,adventure,scifi
4;2018;black panther;tt1825683;walt disney studios motion pictures;13;2;2018;1346913161;700059566;646853595;202003951;;action,adventure,scifi
6;1997;titanic;tt0120338;paramount pictures;18;12;1997;2187463944;659363944;1528100000;28638131;200000000;drama,romance
7;2015;jurassic world;tt0369610;universal pictures;10;6;2015;1670400637;652270625;1018130012;208806270;150000000;action,adventure,scifi
8;2012;the avengers;tt0848228;walt disney studios motion pictures;25;4;2012;1518812988;623357910;895455078;207438708;220000000;action,adventure,scifi
9;2017;star wars episode viii  the last jedi;tt2527336;walt disney studios motion pictures;13;12;2017;1332539889;620181382;712358507;220009584;317000000;action,adventure,fantasy,scifi
29;2018;jurassic world fallen kingdom;tt4881806;universal pictures;6;6;2018;1308467944;417719760;890748184;148024610;170000000;action,adventure,scifi
11;2019;the lion king;tt6105098;walt disney studios motion pictures;12;7;2019;1656943394;543638043;1113305351;191770759;260000000;adventure,animation,drama,family,musical
12;2008;the dark knight;tt0468569;warner bros;16;7;2008;1004934033;535234033;469700000;158411483;185000000;action,crime,drama,thriller
13;2016;rogue one;tt3748528;walt disney studios motion pictures;14;12;2016;1056057273;532177324;523879949;155081681;200000000;action,adventure,scifi
14;2017;beauty and the beast;tt2771200;walt disney studios motion pictures;16;3;2017;1263521126;504014165;759506961;174750616;160000000;family,fantasy,musical,romance
15;2016;finding dory;tt2277860;walt disney studios motion pictures;15;6;2016;1028570889;486295561;542275328;135060273;;adventure,animation,comedy,family
16;1999;star wars episode i  the phantom menace;tt0120915;twentieth century fox;19;5;1999;1027082707;474544677;552538030;64820970;115000000;action,adventure,fantasy,scifi
17;1977;star wars;tt0076759;twentieth century fox;25;5;1977;775512064;460998507;314513557;1554475;11000000;action,adventure,fantasy,scifi
18;2015;avengers age of ultron;tt2395427;walt disney studios motion pictures;22;4;2015;1402805868;459005868;943800000;191271109;250000000;action,adventure,scifi
19;2019;star wars episode ix  the rise of skywalker;tt2527338;walt disney studios motion pictures;18;12;2019;936302411;458541607;477760804;177383864;;action,adventure,fantasy,scifi
20;2019;frozen ii;tt4520988;walt disney studios motion pictures;20;11;2019;1328396330;452483413;875912917;130263358;;adventure,animation,comedy,family,fantasy,musical
21;2012;the dark knight rises;tt1345836;warner bros;19;7;2012;1081041287;448139099;632902188;160887295;250000000;action,thriller
22;2004;shrek 2;tt0298148;dreamworks distribution;19;5;2004;923075336;441226247;481849089;108037878;150000000;adventure,animation,comedy,family,fantasy,romance
23;1982;et the extraterrestrial;tt0083866;universal pictures;11;6;1982;792910554;435110554;357800000;11835389;10500000;family,scifi
24;2019;toy story 4;tt1979376;walt disney studios motion pictures;20;6;2019;1073394593;434038008;639356585;120908065;;adventure,animation,comedy,family,fantasy
25;2019;captain marvel;tt4154664;walt disney studios motion pictures;6;3;2019;1128274794;426829839;701444955;153433423;;action,adventure,scifi
26;2013;the hunger games catching fire;tt1951264;lionsgate;15;11;2013;865011746;424668047;440343699;158074286;130000000;action,adventure,scifi,thriller
27;2006;pirates of the caribbean dead mans chest;tt0383574;walt disney studios motion pictures;6;7;2006;1066179725;423315812;642863913;135634554;225000000;action,adventure,fantasy
28;1994;the lion king;tt0110357;walt disney studios motion pictures;15;6;1994;968511805;422783777;545728028;1586753;45000000;adventure,animation,drama,family,musical
10;2018;incredibles 2;tt3606756;walt disney studios motion pictures;14;6;2018;1242805359;608581744;634223615;182687905;;action,adventure,animation,comedy,family,scifi
30;2010;toy story 3;tt0435761;walt disney studios motion pictures;16;6;2010;1066969703;415004880;651964823;110307189;200000000;adventure,animation,comedy,family,fantasy
31;2017;wonder woman;tt0451279;warner bros;30;5;2017;821847012;412563408;409283604;103251471;149000000;action,adventure,fantasy,scifi,war
32;2013;iron man three;tt1300854;walt disney studios motion pictures;24;4;2013;1214811252;409013994;805797258;174144585;200000000;action,adventure,scifi
33;2016;captain america civil war;tt3498820;walt disney studios motion pictures;27;4;2016;1153296293;408084349;745211944;179139142;250000000;action,adventure,scifi
34;2012;the hunger games;tt1392170;lionsgate;8;3;2012;694394724;408010692;286384032;152535747;78000000;action,adventure,scifi,thriller
35;2002;spiderman;tt0145487;sony pictures releasing;3;5;2002;825025036;407022860;418002176;114844116;139000000;action,adventure,scifi
36;2017;jumanji welcome to the jungle;tt2283362;sony pictures releasing;20;12;2017;962102237;404540171;557562066;36169328;90000000;action,adventure,comedy,fantasy
37;1993;jurassic park;tt0107290;universal pictures;11;6;1993;1030314141;402828120;627486021;47026828;63000000;action,adventure,scifi,thriller
38;2009;transformers revenge of the fallen;tt1055369;dreamworks;19;6;2009;836303693;402111870;434191823;108966307;200000000;action,adventure,scifi
39;2013;frozen;tt2294629;walt disney studios motion pictures;22;11;2013;1280802282;400738009;880064273;243390;150000000;adventure,animation,comedy,family,fantasy,musical
40;2019;spiderman far from home;tt6320628;sony pictures releasing;28;6;2019;1131927996;390532085;741395911;92579212;160000000;action,adventure,scifi
41;2017;guardians of the galaxy vol 2;tt3896198;walt disney studios motion pictures;25;4;2017;863756051;389813101;473942950;146510104;200000000;action,adventure,comedy,scifi
42;2011;harry potter and the deathly hallows part 2;tt1201607;warner bros;13;7;2011;1341932398;381409310;960523087;169189427;;adventure,drama,fantasy,mystery
43;2003;finding nemo;tt0266543;walt disney studios motion pictures;30;5;2003;940343261;380843261;559500000;70251710;94000000;adventure,animation,comedy,family
44;2005;star wars episode iii  revenge of the sith;tt0121766;twentieth century fox;18;5;2005;850035635;380270577;469765058;108435841;113000000;action,adventure,fantasy,scifi
45;2003;the lord of the rings the return of the king;tt0167260;new line cinema;17;12;2003;1120424614;377845905;742578709;72629713;94000000;adventure,drama,fantasy
46;2004;spiderman 2;tt0316654;sony pictures releasing;30;6;2004;783766341;373585825;410180516;88156227;200000000;action,adventure,scifi
47;2004;the passion of the christ;tt0335345;newmarket films;25;2;2004;610061517;370782930;239278587;83848082;30000000;drama
48;2016;the secret life of pets;tt2709768;universal pictures;24;6;2016;875457937;368384330;507073607;104352905;75000000;adventure,animation,comedy,family
49;2013;despicable me 2;tt1690953;universal pictures;20;6;2013;970766005;368065385;602700620;83517315;76000000;adventure,animation,comedy,family,fantasy,scifi
50;2016;the jungle book;tt3040964;walt disney studios motion pictures;7;4;2016;966550600;364001123;602549477;103261464;175000000;adventure,drama,family,fantasy
51;2016;deadpool;tt1431045;twentieth century fox;9;2;2016;782612155;363070709;419541446;132434639;58000000;action,adventure,comedy,scifi
52;2015;inside out;tt2096673;walt disney studios motion pictures;10;6;2015;857611174;356461711;501149463;90440272;175000000;adventure,animation,comedy,drama,family,fantasy
53;2019;aladdin;tt6139732;walt disney studios motion pictures;22;5;2019;1050693953;355559216;695134737;91500929;183000000;adventure,family,fantasy,musical,romance
54;2015;furious seven;tt2820852;universal pictures;1;4;2015;1515047671;353007020;1162040651;147187040;190000000;action,adventure,thriller
55;2011;transformers dark of the moon;tt1399103;dreamworks;29;6;2011;1123794079;352390543;771403536;97852865;195000000;action,adventure,scifi
56;2014;american sniper;tt2179136;warner bros;25;12;2014;547426372;350126372;197300000;633456;58800000;action,biography,drama,war
57;2002;the lord of the rings the two towers;tt0167261;new line cinema;18;12;2002;927600630;342551365;585049265;62007528;94000000;adventure,drama,fantasy
58;2016;zootopia;tt2948356;walt disney studios motion pictures;10;2;2016;1023784195;341268248;682515947;75063401;;adventure,animation,comedy,crime,family,mystery
59;2014;the hunger games mockingjay  part 1;tt1951265;lionsgate;19;11;2014;755356711;337135885;418220826;121897634;125000000;action,adventure,scifi,thriller
60;2007;spiderman 3;tt0413300;sony pictures releasing;1;5;2007;890871626;336530303;554341323;151116516;258000000;action,scifi
61;2015;minions;tt2293640;universal pictures;9;4;2015;1159398397;336045770;823352627;115718405;74000000;adventure,animation,comedy,family,scifi
62;2018;aquaman;tt1477834;warner bros;7;12;2018;1148161807;335061807;813100000;67873522;;action,adventure,fantasy,scifi
63;2017;spiderman homecoming;tt2250912;sony pictures releasing;5;7;2017;880166924;334201140;545965784;117027503;175000000;action,adventure,scifi
64;2010;alice in wonderland;tt1014759;walt disney studios motion pictures;3;3;2010;1025467110;334191110;691276000;116101023;200000000;adventure,family,fantasy
65;2019;joker;tt7286456;warner bros;2;10;2019;1066721589;334021589;732700000;96202337;55000000;crime,drama,thriller
66;2014;guardians of the galaxy;tt2015381;walt disney studios motion pictures;30;7;2014;772776600;333176600;439600000;94320883;170000000;action,adventure,comedy,scifi
67;1994;forrest gump;tt0109830;paramount pictures;6;7;1994;678151134;330455270;347695864;24450602;55000000;drama,romance
68;2016;batman v superman dawn of justice;tt2975590;warner bros;23;3;2016;873634919;330360194;543274725;166007347;250000000;action,adventure,scifi
69;2017;it;tt1396484;warner bros;6;9;2017;701796444;328828874;372967570;123403419;35000000;horror
70;2016;suicide squad;tt1386697;warner bros;3;8;2016;746846894;325100054;421746840;133682248;175000000;action,adventure,fantasy,scifi
182;2018;bohemian rhapsody;tt1727824;twentieth century fox;26;10;2018;903655259;216428042;687227217;51061119;52000000;biography,drama,music
72;2007;shrek the third;tt0413267;dreamworks;17;5;2007;804438141;322719944;481718197;121629270;160000000;adventure,animation,comedy,family,fantasy
73;2007;transformers;tt0418279;dreamworks;28;6;2007;709709780;319246193;390463587;70502384;150000000;action,adventure,scifi
74;2008;iron man;tt0371746;paramount pictures;30;4;2008;585366247;318604126;266762121;98618668;140000000;action,adventure,scifi
75;2001;harry potter and the sorcerers stone;tt0241527;warner bros;16;11;2001;978087613;318087620;659999992;90294621;125000000;adventure,family,fantasy
76;2008;indiana jones and the kingdom of the crystal skull;tt0367882;paramount pictures;21;5;2008;786636033;317101119;469534914;100137835;185000000;action,adventure
77;2001;the lord of the rings the fellowship of the ring;tt0120737;new line cinema;19;12;2001;872491916;315544750;556947166;47211490;93000000;adventure,drama,fantasy
78;2017;thor ragnarok;tt3501632;walt disney studios motion pictures;24;10;2017;853977126;315058289;538918837;122744989;180000000;action,adventure,comedy,fantasy,scifi
79;2010;iron man 2;tt1228705;paramount pictures;28;4;2010;623933331;312433331;311500000;128122480;200000000;action,adventure,scifi
80;2002;star wars episode ii  attack of the clones;tt0121765;twentieth century fox;16;5;2002;649436358;310676740;338759618;80027814;115000000;action,adventure,fantasy,scifi
81;2007;pirates of the caribbean at worlds end;tt0449088;walt disney studios motion pictures;22;5;2007;960996492;309420425;651576067;114732820;300000000;action,adventure,fantasy
82;1983;star wars episode vi  return of the jedi;tt0086190;twentieth century fox;25;5;1983;475347111;309306177;166040934;23019618;32500000;action,adventure,fantasy,scifi
83;1996;independence day;tt0116629;twentieth century fox;27;6;1996;817400891;306169268;511231623;50228264;75000000;action,adventure,scifi
84;2003;pirates of the caribbean the curse of the black pearl;tt0325980;walt disney studios motion pictures;9;7;2003;654264015;305413918;348850097;46630690;140000000;action,adventure,fantasy
85;2012;skyfall;tt1074638;sony pictures releasing;25;10;2012;1108561013;304360277;804200736;88364714;200000000;action,adventure,thriller
86;2012;the hobbit an unexpected journey;tt0903624;warner bros;12;12;2012;1017003568;303003568;714000000;84617303;;adventure,family,fantasy
87;2009;harry potter and the halfblood prince;tt0417741;warner bros;15;7;2009;934326396;302305431;632020964;77835727;250000000;action,adventure,family,fantasy,mystery
88;2010;the twilight saga eclipse;tt1325004;summit entertainment;30;6;2010;698491347;300531751;397959596;64832191;68000000;action,drama,fantasy,romance
89;2009;the twilight saga new moon;tt1259571;summit entertainment;18;11;2009;711020081;297816253;413203828;142839137;50000000;adventure,drama,fantasy,mystery,romance
90;2010;harry potter and the deathly hallows part 1;tt0926084;warner bros;17;11;2010;960666490;296347721;664318768;125017372;;adventure,family,fantasy,mystery
91;1999;the sixth sense;tt0167404;walt disney studios motion pictures;6;8;1999;672806292;293506292;379300000;26681262;40000000;drama,mystery,thriller
92;2009;up;tt1049413;walt disney studios motion pictures;28;5;2009;735099082;293004164;442094918;68108790;175000000;adventure,animation,comedy,family
93;2010;inception;tt1375666;warner bros;15;7;2010;829895144;292576195;537318949;62785337;160000000;action,adventure,scifi,thriller
94;2007;harry potter and the order of the phoenix;tt0373889;warner bros;11;7;2007;938580405;292353413;646226991;77108414;150000000;action,adventure,family,fantasy,mystery
95;2012;the twilight saga breaking dawn  part 2;tt1673434;lionsgate;14;11;2012;829746820;292324737;537422083;141067634;120000000;adventure,drama,fantasy,romance
96;2005;the chronicles of narnia the lion the witch and the wardrobe;tt0363771;walt disney studios motion pictures;7;12;2005;745013115;291710957;453302158;65556312;180000000;adventure,family,fantasy
97;2013;man of steel;tt0770828;warner bros;12;6;2013;668045518;291045518;377000000;116619362;225000000;action,adventure,scifi
98;2005;harry potter and the goblet of fire;tt0330373;warner bros;16;11;2005;896346229;290417905;605928323;102685961;150000000;adventure,family,fantasy,mystery
99;1980;star wars episode v  the empire strikes back;tt0080684;twentieth century fox;21;5;1980;547879454;290271960;257607494;4910483;18000000;action,adventure,fantasy,scifi
100;2001;monsters inc;tt0198781;walt disney studios motion pictures;2;11;2001;632316649;289916256;342400393;62577067;115000000;adventure,animation,comedy,family,fantasy
101;1990;home alone;tt0099785;twentieth century fox;16;11;1990;477063114;285761243;191301871;17081997;18000000;comedy,family
102;2015;the hunger games mockingjay  part 2;tt1951266;lionsgate;18;11;2015;653428261;281723902;371704359;102665981;160000000;action,adventure,scifi,thriller
103;2003;the matrix reloaded;tt0234215;warner bros;15;5;2003;741846459;281576461;460269998;91774413;150000000;action,scifi
104;2011;the twilight saga breaking dawn  part 1;tt1324999;summit entertainment;16;11;2011;712205856;281287133;430918723;138122261;110000000;action,adventure,drama,fantasy,romance,thriller
105;2004;meet the fockers;tt0290002;universal pictures;22;12;2004;514837517;279261160;235576357;46120980;80000000;comedy,romance
106;2009;the hangover;tt1119646;warner bros;5;6;2009;467517116;277322503;190194613;44979319;35000000;comedy
107;2013;gravity;tt1454468;warner bros;3;10;2013;723192705;274092705;449100000;55785112;100000000;drama,scifi,thriller
190;2018;venom;tt1270797;sony pictures releasing;3;10;2018;856085151;213515506;642569645;80255756;100000000;action,scifi,thriller
109;2016;sing;tt3470600;universal pictures;2;12;2016;634151679;270395425;363756254;35258145;75000000;animation,comedy,family,musical
110;2013;monsters university;tt1453405;walt disney studios motion pictures;19;6;2013;743559607;268492764;475066843;82429469;;adventure,animation,comedy,family,fantasy
111;2001;shrek;tt0126029;dreamworks distribution;16;5;2001;484409218;267665011;216744207;42347760;60000000;adventure,animation,comedy,family,fantasy
112;2017;despicable me 3;tt3469046;universal pictures;14;6;2017;1034799409;264624300;770175109;72434025;80000000;adventure,animation,comedy,family,fantasy,scifi
113;2002;harry potter and the chamber of secrets;tt0295297;warner bros;14;11;2002;879465594;262450136;617015457;88357488;100000000;adventure,family,fantasy,mystery
114;2012;the amazing spiderman;tt0948470;sony pictures releasing;28;6;2012;757930663;262030663;495900000;62004688;230000000;action,scifi
115;2004;the incredibles;tt0317705;walt disney studios motion pictures;5;11;2004;631606713;261441092;370165621;70467623;92000000;action,adventure,animation,family
116;2000;how the grinch stole christmas;tt0170016;universal pictures;17;11;2000;345141403;260044825;85096578;55082330;123000000;comedy,family,fantasy
117;1975;jaws;tt0073195;universal pictures;20;6;1975;471203004;260000000;211203004;7061513;7000000;adventure,drama,thriller
118;2014;captain america the winter soldier;tt1843866;walt disney studios motion pictures;26;3;2014;714421503;259766572;454654931;95023721;170000000;action,adventure,scifi
119;2013;the hobbit the desolation of smaug;tt1170358;warner bros;11;12;2013;958366855;258366855;700000000;73645197;;adventure,fantasy
120;2014;the lego movie;tt1490017;warner bros;6;2;2014;468060692;257760692;210300000;69050279;60000000;action,adventure,animation,comedy,family,fantasy
121;2009;star trek;tt0796366;paramount pictures;6;5;2009;385680446;257730019;127950427;75204289;150000000;action,adventure,scifi
122;2007;i am legend;tt0480249;warner bros;12;12;2007;585349010;256393010;328956000;77211321;150000000;adventure,drama,scifi,thriller
123;2009;the blind side;tt0878804;warner bros;20;11;2009;309208309;255959475;53248834;34119372;29000000;biography,drama,sport
124;2014;the hobbit the battle of the five armies;tt2310332;warner bros;10;12;2014;956019788;255119788;700900000;54724334;;adventure,fantasy
125;2011;the hangover part ii;tt1411697;warner bros;25;5;2011;586764305;254464305;332300000;85946294;80000000;comedy
126;2010;despicable me;tt1323594;universal pictures;8;7;2010;543113985;251513985;291600000;56397125;69000000;animation,comedy,family,fantasy
127;1989;batman;tt0096895;warner bros;23;6;1989;411556825;251348343;160208482;40489746;35000000;action,adventure
128;2006;night at the museum;tt0477347;twentieth century fox;21;12;2006;574480841;250863268;323617573;30433781;;adventure,comedy,family,fantasy
129;1997;men in black;tt0119654;sony pictures releasing;2;7;1997;589390539;250690539;338700000;51068455;90000000;action,adventure,comedy,scifi
130;2004;harry potter and the prisoner of azkaban;tt0304141;warner bros;31;5;2004;796093802;249975996;546117805;93687367;130000000;adventure,family,fantasy,mystery
131;2016;moana;tt3521164;walt disney studios motion pictures;23;11;2016;690845539;248757044;442088495;56631401;;adventure,animation,comedy,family,fantasy,musical
132;1981;raiders of the lost ark;tt0082971;paramount pictures;12;6;1981;390133212;248159971;141973241;8305823;18000000;action,adventure
133;1999;toy story 2;tt0120363;walt disney studios motion pictures;19;11;1999;508793269;245852179;262941090;300163;90000000;adventure,animation,comedy,family,fantasy
134;2014;transformers age of extinction;tt2109248;paramount pictures;25;6;2014;1104054072;245439076;858614996;100038390;210000000;action,adventure,scifi
135;2006;cars;tt0317219;walt disney studios motion pictures;8;6;2006;461983149;244082982;217900167;60119509;120000000;animation,comedy,family,sport
136;2003;bruce almighty;tt0315327;universal pictures;23;5;2003;484592874;242829261;241763613;67953330;81000000;comedy,drama,fantasy
137;1984;ghostbusters;tt0087332;columbia pictures;8;6;1984;295743767;242582079;53161688;13578151;30000000;action,comedy,fantasy
138;1996;twister;tt0117998;warner bros;10;5;1996;494471524;241721524;252750000;41059405;92000000;action,adventure,thriller
139;2002;my big fat greek wedding;tt0259446;ifc films;19;4;2002;368744044;241438208;127305836;597362;5000000;comedy,drama,romance
140;2014;maleficent;tt1587310;walt disney studios motion pictures;28;5;2014;758410378;241410378;517000000;69431298;180000000;action,adventure,family,fantasy,romance
141;2011;pirates of the caribbean on stranger tides;tt1298650;walt disney studios motion pictures;18;5;2011;1045713802;241071802;804642000;90151958;250000000;action,adventure,fantasy
142;2019;jumanji the next level;tt7975244;sony pictures releasing;4;12;2019;615882314;240504696;375377618;59251543;125000000;action,adventure,comedy,fantasy
143;2010;shrek forever after;tt0892791;dreamworks;20;5;2010;752600867;238736787;513864080;70838207;165000000;adventure,animation,comedy,family,fantasy,romance
144;2013;furious 6;tt1905041;universal pictures;17;5;2013;788679850;238679850;550000000;97375245;160000000;action,adventure,thriller
145;2012;brave;tt1217209;walt disney studios motion pictures;21;6;2012;538983207;237283207;301700000;66323594;185000000;adventure,animation,comedy,family,fantasy
146;2013;oz the great and powerful;tt1623205;walt disney studios motion pictures;6;3;2013;493311825;234911825;258400000;79110453;215000000;adventure,family,fantasy
147;1984;beverly hills cop;tt0086960;paramount pictures;5;12;1984;316360478;234760478;81600000;15214805;;action,comedy,crime,thriller
148;2006;xmen the last stand;tt0376994;twentieth century fox;24;5;2006;459256008;234362462;224893546;102750665;210000000;action,scifi
149;2005;war of the worlds;tt0407304;paramount pictures;29;6;2005;591745532;234280354;357465178;64878725;132000000;adventure,scifi,thriller
150;2016;fantastic beasts and where to find them;tt3183660;warner bros;16;11;2016;814037575;234037575;580000000;74403387;180000000;adventure,family,fantasy
151;2014;xmen days of future past;tt1877832;twentieth century fox;21;5;2014;746045700;233921534;512124166;90823660;200000000;action,adventure,scifi,thriller
152;2000;cast away;tt0162222;twentieth century fox;22;12;2000;429632142;233632142;196000000;28883406;90000000;adventure,drama,romance
153;1973;the exorcist;tt0070047;warner bros;26;12;1973;441306145;232906145;208400000;;11000000;horror
154;2016;doctor strange;tt1211837;walt disney studios motion pictures;25;10;2016;677718395;232641920;445076475;85058311;165000000;action,adventure,fantasy,scifi
155;1997;the lost world jurassic park;tt0119567;universal pictures;23;5;1997;618638999;229086679;389552320;72132785;73000000;action,adventure,scifi
156;2017;justice league;tt0974015;warner bros;17;10;2017;657924295;229024295;428900000;93842239;;action,adventure,fantasy,scifi
157;2013;star trek into darkness;tt1408101;paramount pictures;8;5;2013;467365246;228778661;238586585;70165559;190000000;action,adventure,scifi
158;2015;the martian;tt3659388;twentieth century fox;30;9;2015;630161890;228433663;401728227;54308575;108000000;adventure,drama,scifi
159;2002;signs;tt0286106;walt disney studios motion pictures;2;8;2002;408247917;227966634;180281283;60117080;72000000;drama,mystery,scifi,thriller
160;2008;hancock;tt0448157;sony pictures releasing;2;7;2008;624386771;227946274;396440497;62603879;150000000;action,fantasy
161;2007;the bourne ultimatum;tt0440963;universal pictures;3;8;2007;442824138;227471070;215353068;69283690;110000000;action,mystery,thriller
162;2017;logan;tt3315342;twentieth century fox;1;3;2017;619021436;226277068;392744368;88411916;97000000;action,drama,scifi,thriller
163;2001;rush hour 2;tt0266915;new line cinema;3;8;2001;347325802;226164286;121161516;67408222;90000000;action,comedy,crime,thriller
164;2017;the fate of the furious;tt4630562;universal pictures;12;4;2017;1236005118;226008385;1009996733;98786705;250000000;action,adventure,thriller
165;2008;walle;tt0910970;walt disney studios motion pictures;26;6;2008;521311860;223808164;297503696;63087526;180000000;adventure,animation,family,scifi
166;2014;big hero 6;tt2245084;walt disney studios motion pictures;25;10;2014;657827828;222527828;435300000;56215889;165000000;action,adventure,animation,family,scifi
167;1995;toy story;tt0114709;walt disney studios motion pictures;22;11;1995;406594102;222498679;184095423;29140617;;adventure,animation,comedy,family,fantasy
168;2018;mission impossible  fallout;tt4912910;paramount pictures;25;7;2018;791115104;220159104;570956000;61236534;178000000;action,adventure,thriller
169;2007;national treasure book of secrets;tt0465234;walt disney studios motion pictures;19;12;2007;457364600;219964115;237400485;44783772;;action,adventure,mystery,thriller
170;2009;alvin and the chipmunks the squeakquel;tt1231580;twentieth century fox;21;12;2009;443140005;219614612;223525393;48875415;75000000;animation,comedy,family,fantasy,music
171;1993;mrs doubtfire;tt0107614;twentieth century fox;24;11;1993;441286195;219195243;222090952;20468847;25000000;comedy,drama,family
172;1991;beauty and the beast;tt0101414;walt disney studios motion pictures;15;11;1991;440118382;218967620;221150762;162146;25000000;animation,family,fantasy,musical,romance
173;2012;ted;tt1637725;universal pictures;29;6;2012;549368315;218815487;330552828;54415205;50000000;comedy
174;2005;king kong;tt0360717;universal pictures;14;12;2005;550517357;218080025;332437332;50130145;207000000;action,adventure,drama,romance
175;1990;ghost;tt0099653;paramount pictures;13;7;1990;505706694;217631306;288075388;12191540;22000000;drama,fantasy,romance,thriller
176;2010;how to train your dragon;tt0892769;dreamworks;18;3;2010;494878759;217581231;277297528;43732319;165000000;action,adventure,animation,family,fantasy
177;2006;the da vinci code;tt0382625;sony pictures releasing;17;5;2006;758239851;217536138;540703713;77073388;125000000;action,mystery,thriller
178;1992;aladdin;tt0103639;walt disney studios motion pictures;13;11;1992;504050219;217350219;286700000;196664;28000000;adventure,animation,comedy,family,fantasy,musical,romance
179;2007;alvin and the chipmunks;tt0952640;twentieth century fox;12;12;2007;361336633;217326974;144009659;44307417;60000000;animation,comedy,family,fantasy,music
180;1998;saving private ryan;tt0120815;dreamworks distribution;24;7;1998;482349603;217049603;265300000;30576104;70000000;drama,war
71;2018;deadpool 2;tt5463162;twentieth century fox;16;5;2018;785046920;324591735;460455185;125507153;110000000;action,adventure,comedy,scifi
335;2018;fantastic beasts the crimes of grindelwald;tt4123430;warner bros;12;10;2018;653755901;159555901;494200000;62163104;200000000;adventure,family,fantasy
183;2012;madagascar 3 europes most wanted;tt1277953;dreamworks;6;6;2012;746921274;216391482;530529792;60316738;145000000;adventure,animation,comedy,family
184;2008;kung fu panda;tt0441773;dreamworks;5;6;2008;631746197;215434591;416311606;60239130;130000000;action,adventure,animation,comedy,family
185;2000;mission impossible ii;tt0120755;paramount pictures;24;5;2000;546388105;215409889;330978216;57845297;125000000;action,adventure,thriller
181;2018;antman and the wasp;tt5095030;walt disney studios motion pictures;4;7;2018;622674139;216648740;406025399;75812205;;action,adventure,comedy,scifi
187;2003;x2;tt0290334;twentieth century fox;30;4;2003;407711549;214949694;192761855;85558731;110000000;action,scifi,thriller
188;2012;the lorax;tt1482459;universal pictures;1;3;2012;348840316;214030500;134809816;70217070;70000000;adventure,animation,drama,family,fantasy,musical
435;2018;ready player one;tt1677720;warner bros;28;3;2018;582890172;137690172;445200000;41764050;175000000;action,adventure,scifi
7356;2018;hong hai xing dong;tt6878882;well go usa entertainment;16;2;2018;579220560;1543547;577677013;436059;;action,drama,thriller,war
191;2002;austin powers in goldmember;tt0295178;new line cinema;26;7;2002;296655431;213307889;83347542;73071188;63000000;action,adventure,comedy,crime
192;2019;it chapter two;tt7349950;warner bros;4;9;2019;472093228;211593228;260500000;91062152;;drama,fantasy,horror
193;1985;back to the future;tt0088763;universal pictures;3;7;1985;388355305;211159762;177195543;11152500;19000000;adventure,comedy,scifi
194;2007;300;tt0416449;warner bros;7;3;2007;456068181;210614939;245453242;70885301;65000000;action,drama,fantasy,war
195;2011;fast five;tt1596343;universal pictures;20;4;2011;626137675;209837675;416300000;86198765;125000000;action,adventure,thriller
196;2017;coco;tt2380307;walt disney studios motion pictures;27;10;2017;807082196;209726015;597356181;50802605;;adventure,animation,family,fantasy,music,mystery
197;2011;mission impossible  ghost protocol;tt1229238;paramount pictures;14;12;2011;694713380;209397903;485315477;12785204;145000000;action,adventure,thriller
198;2005;wedding crashers;tt0396269;new line cinema;14;7;2005;285176741;209255921;75920820;32200000;40000000;comedy,romance
199;2009;sherlock holmes;tt0988045;warner bros;1;1;2009;524028679;209028679;315000000;62304277;90000000;action,adventure,crime,mystery,thriller
200;2014;dawn of the planet of the apes;tt2103281;twentieth century fox;9;7;2014;710644566;208545589;502098977;72611427;170000000;action,adventure,drama,scifi
201;2005;batman begins;tt0372784;warner bros;15;6;2005;373413297;206852432;166560865;48745440;150000000;action,adventure
202;2005;charlie and the chocolate factory;tt0367594;warner bros;14;7;2005;474968763;206459076;268509687;56178450;150000000;adventure,comedy,family,fantasy,musical
203;2007;ratatouille;tt0382932;walt disney studios motion pictures;28;6;2007;623722818;206445654;417277164;47027395;150000000;adventure,animation,comedy,drama,family,fantasy
204;2013;thor the dark world;tt1981115;walt disney studios motion pictures;30;10;2013;644783140;206362140;438421000;85737841;170000000;action,adventure,fantasy
205;1999;austin powers the spy who shagged me;tt0145660;new line cinema;11;6;1999;312016858;206040086;105976772;17981900;33000000;action,adventure,comedy,crime
206;1991;terminator 2 judgment day;tt0103064;tristar pictures;3;7;1991;520884847;205881154;315003693;31765506;102000000;action,scifi
207;2014;the amazing spiderman 2;tt1872181;sony pictures releasing;16;4;2014;708982323;202853933;506128390;91608337;;action,adventure,scifi
208;2013;world war z;tt0816711;paramount pictures;19;6;2013;540007876;202359711;337648165;66411834;190000000;action,adventure,horror,scifi
209;2001;the mummy returns;tt0209163;universal pictures;4;5;2001;443280904;202019785;241261119;68139035;98000000;action,adventure,fantasy,thriller
